gender,parental level of education,lunch,test preparation course,math score,reading score,writing score,family income,study hours 
male,high school,standard,none,53,52,52,Medium,5.0
female,some college,free/reduced,none,48,65,60,Low,11.0
female,some college,standard,completed,69,90,87,Medium,11.0
male,high school,free/reduced,none,52,58,44,Low,6.0
female,some college,free/reduced,none,76,83,87,Medium,20.0
male,high school,standard,none,89,75,68,Medium,9.0
male,master's degree,standard,completed,91,84,84,High,0.0
male,some college,standard,completed,60,50,52,Medium,0.0
male,bachelor's degree,free/reduced,none,52,57,55,Medium,5.0
male,associate's degree,free/reduced,completed,59,51,56,Medium,10.0
male,some college,standard,none,78,72,66,Low,8.0
male,some high school,free/reduced,none,65,58,52,Medium,13.0
female,some college,free/reduced,none,77,85,85,Medium,17.0
male,high school,standard,completed,80,80,76,Medium,14.0
female,associate's degree,standard,completed,58,73,72,Medium,19.0
female,high school,standard,none,54,72,72,Low,15.0
female,master's degree,standard,none,89,95,93,Medium,11.0
female,some high school,free/reduced,completed,63,78,76,High,16.0
female,high school,standard,none,41,52,50,High,17.0
male,bachelor's degree,free/reduced,completed,70,74,73,Medium,10.0
female,some college,standard,completed,70,72,75,Low,17.0
female,some high school,free/reduced,none,37,48,44,Medium,11.0
female,high school,free/reduced,none,64,72,71,Medium,17.0
female,bachelor's degree,standard,none,79,89,89,Low,15.0
female,associate's degree,standard,completed,67,67,73,Low,0.0
male,associate's degree,standard,completed,81,81,82,High,10.0
female,some high school,standard,none,50,62,61,High,17.0
male,associate's degree,standard,none,48,42,44,Medium,9.0
male,associate's degree,free/reduced,completed,78,73,72,Medium,17.0
male,some college,standard,none,97,86,81,Medium,19.0
female,associate's degree,free/reduced,none,54,58,61,Medium,18.0
male,associate's degree,free/reduced,completed,64,73,67,High,13.0
female,high school,standard,none,74,86,79,Low,11.0
male,associate's degree,free/reduced,completed,68,69,62,Low,12.0
female,some college,standard,none,73,88,84,Low,18.0
female,bachelor's degree,free/reduced,none,43,63,62,Medium,16.0
male,high school,standard,none,53,52,42,High,7.0
female,master's degree,standard,none,73,78,73,High,0.0
female,bachelor's degree,free/reduced,none,78,79,76,Medium,17.0
female,bachelor's degree,standard,none,58,71,70,High,0.0
male,master's degree,free/reduced,completed,84,89,89,Medium,8.0
female,associate's degree,standard,none,84,91,84,Medium,14.0
male,high school,standard,none,62,54,54,Low,15.0
female,associate's degree,standard,completed,61,86,87,Medium,13.0
female,associate's degree,free/reduced,completed,82,85,88,Low,19.0
female,associate's degree,free/reduced,none,52,59,56,Low,13.0
female,some college,standard,completed,70,88,87,Medium,8.0
female,high school,standard,none,47,62,59,High,12.0
male,some high school,standard,none,75,73,68,Low,11.0
female,bachelor's degree,free/reduced,none,73,78,84,Medium,17.0
female,high school,standard,completed,69,76,73,Low,10.0
female,some college,standard,none,68,77,77,Low,19.0
female,high school,free/reduced,none,57,57,56,Medium,9.0
male,bachelor's degree,free/reduced,completed,73,70,80,Low,8.0
male,bachelor's degree,standard,completed,94,89,90,Medium,6.0
female,associate's degree,standard,completed,74,74,82,Medium,0.0
female,master's degree,standard,completed,94,98,100,High,13.0
male,some college,free/reduced,completed,50,47,53,Medium,11.0
male,some high school,standard,completed,89,88,82,Low,8.0
female,master's degree,standard,none,76,90,83,High,8.0
male,associate's degree,free/reduced,none,66,61,59,High,10.0
male,some high school,standard,completed,64,52,57,Low,0.0
female,bachelor's degree,free/reduced,none,63,72,78,Medium,10.0
male,associate's degree,standard,none,79,76,63,Low,8.0
female,some college,free/reduced,completed,42,66,69,Low,7.0
male,high school,standard,none,60,67,60,Low,0.0
male,bachelor's degree,free/reduced,none,37,56,47,Medium,14.0
male,associate's degree,standard,none,71,78,73,Medium,14.0
male,high school,standard,none,49,48,41,Medium,17.0
male,some college,standard,none,86,75,74,Low,0.0
female,high school,free/reduced,completed,50,65,63,Medium,19.0
female,high school,free/reduced,completed,33,47,41,Medium,14.0
female,bachelor's degree,free/reduced,completed,92,100,100,Medium,20.0
female,bachelor's degree,standard,none,96,97,96,Low,10.0
male,high school,standard,completed,69,57,52,Low,0.0
female,some college,free/reduced,completed,70,78,78,High,0.0
male,associate's degree,standard,none,53,53,46,Medium,19.0
male,some college,standard,none,88,72,77,Low,11.0
female,bachelor's degree,standard,none,80,83,83,High,0.0
female,some college,standard,none,69,74,74,High,8.0
female,associate's degree,standard,none,91,95,93,Low,4.0
female,high school,free/reduced,none,63,62,68,Low,14.0
male,some high school,free/reduced,none,62,48,52,Low,8.0
female,some college,standard,completed,86,88,94,Medium,15.0
male,master's degree,standard,none,71,66,66,Medium,11.0
male,some college,standard,none,69,59,54,Medium,13.0
female,associate's degree,free/reduced,none,54,57,60,Medium,18.0
female,bachelor's degree,standard,none,86,92,87,Low,10.0
female,some college,free/reduced,completed,63,73,70,High,11.0
male,some college,standard,none,84,86,80,Low,12.0
male,some high school,free/reduced,completed,50,56,53,Low,13.0
male,some high school,standard,none,54,46,43,Medium,6.0
female,bachelor's degree,standard,completed,55,78,72,Medium,5.0
female,some college,standard,none,84,86,90,Medium,9.0
female,some college,standard,none,63,63,66,Low,15.0
female,some high school,free/reduced,none,48,58,55,Low,16.0
female,some college,free/reduced,none,68,65,74,Low,4.0
male,some college,free/reduced,none,64,57,48,Low,0.0
male,bachelor's degree,standard,completed,62,64,65,Low,4.0
male,associate's degree,standard,none,83,80,80,Medium,7.0
male,associate's degree,standard,none,80,68,71,High,15.0
female,some high school,free/reduced,completed,51,67,72,Low,10.0
male,associate's degree,free/reduced,completed,39,54,53,Low,4.0
male,high school,standard,none,46,34,36,Medium,20.0
male,associate's degree,free/reduced,none,76,78,72,Medium,14.0
male,some high school,standard,completed,80,75,75,Medium,17.0
female,some high school,standard,completed,53,61,61,High,9.0
male,bachelor's degree,standard,none,90,96,92,Low,17.0
female,some college,standard,none,68,69,66,Medium,5.0
female,master's degree,standard,none,76,89,84,High,8.0
female,some college,free/reduced,none,62,72,69,High,6.0
male,associate's degree,standard,none,80,75,69,Low,11.0
male,some high school,standard,none,72,65,62,Low,17.0
male,associate's degree,free/reduced,none,89,86,75,Medium,7.0
female,associate's degree,standard,none,56,68,67,High,11.0
female,some high school,free/reduced,none,27,34,31,Low,19.0
female,associate's degree,free/reduced,none,46,56,56,High,13.0
female,associate's degree,free/reduced,completed,56,67,73,Low,5.0
male,bachelor's degree,standard,completed,99,99,99,Low,19.0
male,some high school,standard,completed,74,70,77,Low,5.0
male,some college,standard,completed,84,75,67,Medium,0.0
male,high school,free/reduced,none,59,53,51,High,17.0
male,some college,standard,none,59,59,57,Medium,16.0
female,high school,free/reduced,none,66,76,67,Low,16.0
male,some high school,standard,none,86,80,75,Medium,4.0
male,associate's degree,standard,completed,82,83,77,Medium,13.0
female,bachelor's degree,standard,none,64,73,70,Medium,4.0
male,some college,free/reduced,completed,48,51,50,Medium,13.0
female,master's degree,free/reduced,completed,58,75,78,Low,0.0
male,bachelor's degree,standard,none,91,96,92,Low,18.0
male,bachelor's degree,standard,completed,84,65,70,High,20.0
male,associate's degree,standard,none,61,42,40,Medium,20.0
female,high school,standard,none,56,52,54,Medium,18.0
female,bachelor's degree,standard,completed,76,93,94,Medium,0.0
female,associate's degree,standard,completed,65,74,77,Medium,5.0
female,master's degree,free/reduced,none,39,58,54,Low,9.0
female,bachelor's degree,free/reduced,none,78,90,93,Low,8.0
female,some high school,free/reduced,completed,39,65,64,Medium,9.0
male,high school,standard,none,83,77,74,High,11.0
male,some college,standard,none,71,49,52,Low,4.0
male,some college,standard,none,82,80,73,High,8.0
male,some high school,standard,completed,63,60,56,Low,7.0
female,some high school,free/reduced,completed,64,76,74,Medium,8.0
female,high school,standard,none,87,95,85,Low,9.0
female,bachelor's degree,standard,completed,76,94,94,Medium,0.0
male,high school,standard,none,63,54,49,Medium,5.0
male,high school,standard,none,69,56,51,High,0.0
male,associate's degree,standard,completed,66,53,62,Medium,10.0
female,some college,standard,completed,88,95,92,Low,12.0
male,some college,standard,none,58,48,42,Medium,18.0
male,some high school,standard,none,86,73,69,Medium,18.0
female,associate's degree,free/reduced,completed,77,89,97,Low,11.0
female,bachelor's degree,standard,completed,79,81,82,Low,16.0
male,bachelor's degree,free/reduced,none,62,65,67,Medium,4.0
male,some college,standard,completed,84,80,85,Medium,19.0
male,associate's degree,free/reduced,none,73,67,65,Medium,13.0
male,master's degree,standard,none,80,79,71,High,14.0
female,some college,free/reduced,none,48,57,59,Low,19.0
female,some high school,standard,none,58,71,80,Medium,5.0
male,bachelor's degree,standard,completed,93,90,91,Medium,6.0
female,some high school,standard,none,72,84,84,Low,12.0
female,high school,standard,completed,76,82,89,Low,19.0
male,bachelor's degree,free/reduced,none,52,57,54,Medium,5.0
male,some high school,standard,none,66,64,60,Medium,20.0
female,master's degree,free/reduced,completed,57,76,77,Low,0.0
female,associate's degree,free/reduced,completed,77,88,98,Low,12.0
female,bachelor's degree,free/reduced,none,78,90,93,Low,8.0
female,some high school,standard,none,72,78,78,Low,18.0
female,some high school,standard,none,72,83,85,Low,12.0
female,some college,standard,completed,62,77,79,Medium,11.0
female,some college,standard,completed,63,72,70,Medium,14.0
male,bachelor's degree,standard,none,86,83,86,Low,19.0
male,some high school,free/reduced,completed,54,59,59,Low,17.0
female,high school,standard,none,61,68,63,Medium,17.0
female,high school,standard,completed,57,69,67,Low,9.0
male,associate's degree,standard,completed,94,84,81,Medium,18.0
male,high school,standard,completed,68,63,66,Medium,5.0
male,associate's degree,standard,none,82,71,77,Low,6.0
female,bachelor's degree,standard,none,51,48,51,Medium,11.0
male,associate's degree,standard,none,39,52,43,Low,9.0
female,some college,standard,none,69,77,76,Low,19.0
female,some high school,standard,completed,96,99,100,High,0.0
male,high school,standard,completed,67,63,66,Medium,6.0
female,bachelor's degree,free/reduced,completed,92,99,100,Medium,20.0
male,associate's degree,standard,none,80,62,63,Low,19.0
female,some college,free/reduced,completed,41,66,69,Low,7.0
female,associate's degree,standard,completed,59,72,71,Medium,19.0
female,some high school,standard,none,50,63,61,High,16.0
female,high school,free/reduced,none,63,72,70,Medium,17.0
female,high school,standard,none,61,61,63,Low,0.0
female,associate's degree,standard,none,75,74,73,Low,7.0
male,some college,free/reduced,none,60,60,59,Medium,15.0
male,high school,free/reduced,completed,39,46,49,Low,6.0
female,some high school,standard,completed,58,53,66,Medium,7.0
male,some college,free/reduced,none,41,38,34,Low,14.0
female,associate's degree,standard,none,79,85,82,Medium,0.0
female,some high school,standard,none,62,64,66,Medium,12.0
male,high school,free/reduced,completed,58,51,51,High,19.0
female,some college,standard,completed,74,74,78,Low,14.0
female,bachelor's degree,standard,none,78,88,89,Low,14.0
male,bachelor's degree,free/reduced,none,37,56,46,Medium,14.0
female,bachelor's degree,free/reduced,none,72,79,83,Medium,16.0
male,some high school,standard,none,51,51,44,Low,9.0
male,high school,standard,none,74,81,70,Low,13.0
male,high school,standard,none,72,66,65,High,8.0
male,associate's degree,standard,none,61,64,57,High,6.0
female,associate's degree,standard,none,87,94,94,High,9.0
male,some college,standard,completed,64,77,73,Low,18.0
male,high school,free/reduced,completed,85,81,74,Low,12.0
male,high school,standard,none,88,88,85,High,9.0
female,some college,standard,completed,88,93,92,Low,11.0
male,associate's degree,standard,completed,93,85,82,Medium,17.0
female,associate's degree,standard,completed,55,65,61,Medium,13.0
male,high school,standard,none,70,79,71,High,16.0
male,high school,standard,none,70,73,64,Low,11.0
female,some college,standard,completed,75,76,83,Low,5.0
female,master's degree,free/reduced,completed,61,70,77,High,15.0
male,some college,standard,none,79,73,66,Low,8.0
female,master's degree,free/reduced,none,39,58,53,Low,8.0
male,high school,standard,none,62,66,58,Low,0.0
male,associate's degree,standard,completed,81,71,77,High,20.0
male,some high school,standard,completed,78,85,85,Low,14.0
female,master's degree,free/reduced,none,39,58,53,Low,8.0
male,some college,free/reduced,completed,59,65,65,Medium,5.0
male,some college,standard,none,59,63,58,High,0.0
male,associate's degree,standard,completed,87,84,84,Medium,19.0
male,high school,standard,none,83,73,68,Low,0.0
female,some high school,free/reduced,none,27,34,31,Low,20.0
female,high school,standard,none,60,67,71,High,0.0
female,high school,free/reduced,completed,76,87,84,Medium,5.0
male,some college,free/reduced,none,64,58,49,Low,0.0
male,high school,standard,completed,72,69,67,Medium,19.0
male,high school,free/reduced,none,74,69,69,Low,8.0
male,some college,standard,none,57,49,42,Medium,18.0
female,some high school,free/reduced,none,58,72,69,Low,16.0
female,some high school,standard,completed,67,73,76,Low,18.0
female,associate's degree,free/reduced,completed,82,93,92,Low,4.0
female,associate's degree,standard,none,99,100,100,Medium,7.0
female,some high school,standard,completed,43,51,54,Low,10.0
female,some college,standard,none,62,64,66,Low,15.0
female,some high school,free/reduced,none,43,63,57,Medium,10.0
female,some college,standard,none,61,69,68,Medium,4.0
male,master's degree,free/reduced,completed,61,67,75,Medium,18.0
female,high school,free/reduced,none,34,52,46,Medium,17.0
female,master's degree,standard,none,80,91,90,High,17.0
male,some college,standard,completed,99,95,86,Medium,19.0
female,some high school,standard,none,48,57,54,Medium,0.0
male,some high school,free/reduced,completed,72,67,58,Low,13.0
male,some college,free/reduced,none,27,23,18,Medium,20.0
male,bachelor's degree,free/reduced,none,53,57,55,Medium,5.0
female,high school,free/reduced,none,48,56,52,Low,16.0
female,associate's degree,standard,none,57,63,65,High,16.0
female,associate's degree,free/reduced,completed,57,73,76,Low,8.0
male,bachelor's degree,standard,none,90,96,91,Low,18.0
male,some high school,standard,completed,65,66,62,Medium,16.0
male,some college,standard,none,75,66,67,Low,7.0
female,associate's degree,standard,completed,67,85,84,High,5.0
male,associate's degree,standard,completed,80,81,81,High,11.0
female,associate's degree,free/reduced,completed,74,88,90,Medium,9.0
female,some college,free/reduced,completed,64,74,69,Medium,20.0
female,some high school,standard,none,73,84,84,Low,12.0
female,high school,standard,none,51,66,61,Low,5.0
male,some high school,standard,none,72,68,66,Medium,11.0
female,some college,standard,none,79,90,88,Medium,20.0
female,associate's degree,free/reduced,completed,76,93,86,Medium,12.0
male,some college,standard,none,67,71,65,Medium,12.0
male,high school,standard,none,69,65,59,Medium,0.0
male,associate's degree,free/reduced,none,64,65,58,High,11.0
male,associate's degree,standard,completed,82,75,76,Medium,18.0
male,some high school,standard,none,72,66,62,Low,18.0
male,some high school,standard,completed,93,86,87,Medium,6.0
female,high school,standard,none,65,69,66,Low,10.0
female,some high school,free/reduced,none,65,85,80,Medium,14.0
female,some college,standard,completed,71,71,80,Low,0.0
female,some college,standard,completed,75,77,82,Low,5.0
female,associate's degree,free/reduced,none,55,65,63,Medium,6.0
male,associate's degree,standard,completed,72,77,71,High,12.0
female,some high school,standard,none,56,67,71,Low,0.0
male,some college,standard,none,90,73,75,Low,4.0
female,bachelor's degree,standard,completed,70,76,82,Low,13.0
female,associate's degree,free/reduced,none,64,84,75,Medium,14.0
female,bachelor's degree,free/reduced,completed,47,61,65,Medium,9.0
male,associate's degree,free/reduced,none,75,65,73,Low,13.0
male,associate's degree,standard,completed,65,63,63,Low,8.0
female,high school,standard,none,65,80,72,Medium,19.0
female,high school,free/reduced,completed,46,54,57,Low,7.0
female,master's degree,standard,none,54,59,63,Low,15.0
female,some college,standard,none,74,88,83,Low,19.0
male,some high school,standard,completed,84,83,78,Medium,0.0
female,associate's degree,standard,none,49,53,52,Low,9.0
female,some college,standard,completed,77,86,91,Low,8.0
female,some high school,free/reduced,completed,68,85,81,Low,14.0
female,some college,standard,none,82,84,87,Low,6.0
male,some high school,standard,none,66,63,60,Medium,20.0
female,high school,free/reduced,none,71,87,82,Low,8.0
female,associate's degree,standard,none,65,68,69,Low,20.0
male,associate's degree,standard,completed,73,77,71,High,12.0
female,associate's degree,free/reduced,none,52,75,69,Low,13.0
male,associate's degree,standard,none,73,73,67,Low,10.0
female,associate's degree,standard,none,53,61,58,Low,12.0
female,bachelor's degree,free/reduced,none,78,78,76,Medium,17.0
male,master's degree,free/reduced,completed,79,76,74,Medium,7.0
male,high school,standard,none,89,74,69,Medium,9.0
male,associate's degree,standard,none,82,72,77,Low,6.0
female,high school,standard,none,65,70,76,Low,16.0
female,some high school,standard,completed,53,61,62,High,10.0
female,some high school,free/reduced,none,48,55,51,Low,14.0
male,some high school,standard,completed,47,48,49,Medium,7.0
female,some high school,standard,none,36,46,45,Medium,17.0
male,associate's degree,standard,none,62,64,57,High,5.0
female,some college,free/reduced,none,58,61,66,Medium,0.0
female,some high school,free/reduced,none,38,49,44,Medium,11.0
female,high school,standard,none,54,73,72,Low,16.0
female,some college,free/reduced,completed,69,77,77,High,0.0
male,high school,standard,none,70,64,60,Medium,0.0
male,associate's degree,standard,none,48,50,43,Medium,6.0
male,some high school,standard,completed,67,50,56,Medium,5.0
female,associate's degree,standard,completed,68,85,84,High,5.0
female,some high school,free/reduced,completed,65,76,74,Medium,8.0
female,some high school,standard,none,73,83,84,Low,11.0
male,associate's degree,standard,none,53,52,47,Medium,19.0
male,some college,free/reduced,completed,59,64,65,Medium,6.0
female,master's degree,free/reduced,none,49,67,73,Medium,14.0
female,some college,free/reduced,completed,58,77,75,Low,6.0
male,bachelor's degree,standard,none,77,67,68,Low,5.0
male,high school,standard,none,84,76,74,High,11.0
male,some high school,standard,none,82,66,60,High,16.0
male,bachelor's degree,free/reduced,none,54,59,53,Medium,0.0
female,some high school,standard,completed,60,70,69,Medium,11.0
female,high school,standard,completed,69,76,78,Low,15.0
male,high school,free/reduced,none,53,57,43,Low,5.0
male,bachelor's degree,standard,completed,82,82,84,Medium,18.0
male,high school,standard,completed,74,68,68,High,16.0
male,associate's degree,standard,none,61,42,41,Medium,20.0
female,bachelor's degree,free/reduced,completed,50,71,79,Low,13.0
female,some high school,standard,none,70,82,77,High,14.0
male,master's degree,standard,none,79,71,69,Medium,15.0
male,some college,free/reduced,none,55,54,46,Low,20.0
male,some high school,free/reduced,none,78,76,65,Medium,10.0
female,some college,standard,none,76,68,76,Low,14.0
female,bachelor's degree,standard,none,65,72,74,Medium,11.0
female,associate's degree,free/reduced,none,70,84,80,Medium,5.0
male,some high school,standard,none,72,65,66,Medium,7.0
female,some college,free/reduced,none,61,66,61,Medium,0.0
female,high school,standard,completed,57,75,76,Low,6.0
female,some college,standard,none,100,92,96,High,17.0
male,associate's degree,standard,none,40,52,43,Low,9.0
male,some high school,free/reduced,completed,78,82,80,High,14.0
female,high school,standard,completed,67,79,75,Low,6.0
male,some college,standard,completed,69,77,76,Medium,16.0
female,bachelor's degree,standard,completed,96,99,100,Low,6.0
female,associate's degree,standard,none,56,69,68,High,10.0
male,associate's degree,standard,none,47,37,34,Low,15.0
male,some college,standard,completed,61,50,52,Medium,0.0
male,high school,standard,none,87,78,75,Medium,17.0
female,bachelor's degree,standard,none,80,82,83,High,0.0
male,some high school,standard,none,92,87,78,Low,12.0
female,some college,free/reduced,completed,53,66,72,High,5.0
female,some college,standard,none,63,74,74,Medium,11.0
female,high school,standard,none,63,69,74,Medium,0.0
male,some high school,standard,completed,45,40,43,Medium,15.0
male,some high school,standard,completed,65,68,63,Medium,11.0
female,associate's degree,standard,completed,83,85,90,Low,5.0
male,some high school,free/reduced,completed,45,51,49,Low,7.0
male,high school,free/reduced,none,42,39,34,Low,6.0
male,master's degree,standard,none,90,84,83,Low,0.0
male,associate's degree,standard,completed,66,54,62,Medium,10.0
male,bachelor's degree,free/reduced,completed,48,57,59,Medium,9.0
male,high school,standard,none,70,74,64,Low,11.0
male,associate's degree,free/reduced,completed,42,44,49,Low,18.0
male,high school,free/reduced,none,44,47,48,Low,5.0
male,associate's degree,standard,none,72,56,61,Medium,11.0
female,bachelor's degree,free/reduced,none,43,63,61,Medium,16.0
male,high school,standard,completed,55,41,48,Medium,19.0
male,some high school,standard,none,68,66,60,Low,12.0
male,high school,standard,none,67,69,66,Medium,0.0
female,some high school,free/reduced,none,72,79,76,Low,13.0
female,bachelor's degree,free/reduced,none,77,90,92,Low,7.0
female,some high school,standard,completed,65,78,77,Low,13.0
female,some college,free/reduced,none,58,62,64,Low,8.0
female,master's degree,standard,completed,54,63,67,Medium,12.0
female,associate's degree,standard,none,83,94,91,Low,10.0
male,bachelor's degree,standard,none,82,62,61,Low,6.0
female,high school,standard,none,56,51,54,Medium,18.0
female,some college,standard,none,80,89,89,Medium,19.0
male,associate's degree,standard,completed,94,85,81,Medium,18.0
female,some high school,free/reduced,none,49,57,55,Low,15.0
female,some college,standard,none,72,76,77,Low,8.0
female,high school,standard,none,65,64,62,Medium,8.0
male,some high school,free/reduced,none,64,58,52,Medium,14.0
male,some college,free/reduced,completed,49,51,50,Medium,12.0
male,some high school,standard,none,51,51,44,Low,8.0
female,associate's degree,standard,completed,73,74,80,Medium,11.0
female,bachelor's degree,free/reduced,none,43,63,62,Medium,15.0
female,bachelor's degree,standard,completed,59,64,75,Medium,15.0
female,some high school,free/reduced,none,64,86,80,Medium,13.0
male,some college,standard,none,59,62,59,High,0.0
female,bachelor's degree,standard,none,67,69,74,High,6.0
female,some high school,free/reduced,completed,63,79,77,High,15.0
female,associate's degree,standard,none,40,59,51,Low,18.0
female,bachelor's degree,standard,completed,99,100,99,High,14.0
female,master's degree,free/reduced,completed,84,95,100,Low,15.0
male,some college,standard,completed,76,62,62,High,10.0
female,associate's degree,standard,completed,88,92,94,High,12.0
male,high school,free/reduced,none,63,47,46,Low,13.0
male,high school,standard,none,72,65,66,High,7.0
male,associate's degree,free/reduced,none,47,56,43,Medium,14.0
female,associate's degree,free/reduced,none,26,30,38,Low,13.0
female,some college,free/reduced,none,64,73,75,Low,9.0
female,high school,standard,completed,57,75,76,Low,6.0
female,high school,free/reduced,completed,53,50,59,Medium,18.0
male,some college,standard,none,75,71,72,Medium,12.0
male,some college,free/reduced,none,75,67,64,Medium,20.0
female,high school,free/reduced,completed,65,73,78,Medium,12.0
male,associate's degree,standard,none,83,71,77,Low,7.0
female,master's degree,standard,none,62,67,68,High,9.0
female,some college,free/reduced,none,44,53,55,Medium,12.0
male,some high school,standard,none,67,64,60,Medium,20.0
male,master's degree,free/reduced,none,79,81,70,Low,7.0
female,master's degree,standard,completed,76,81,91,Low,16.0
female,some high school,free/reduced,none,37,43,42,Medium,0.0
male,high school,standard,none,72,64,56,Low,19.0
male,some college,standard,completed,98,86,81,Low,12.0
female,master's degree,standard,none,90,95,92,Medium,12.0
male,associate's degree,standard,completed,81,81,79,Low,14.0
female,some high school,free/reduced,none,37,43,43,Medium,0.0
male,associate's degree,free/reduced,completed,78,82,82,Low,10.0
male,associate's degree,free/reduced,completed,78,81,82,Medium,17.0
female,some college,free/reduced,none,49,58,59,Low,19.0
female,associate's degree,standard,completed,62,75,79,Low,6.0
female,associate's degree,free/reduced,none,55,75,76,Low,11.0
female,bachelor's degree,standard,completed,78,80,81,Low,16.0
male,some college,standard,none,84,76,71,Medium,12.0
female,some college,free/reduced,none,70,76,70,High,10.0
male,high school,free/reduced,completed,72,68,65,Medium,10.0
female,high school,standard,none,58,62,59,Low,5.0
female,high school,free/reduced,completed,64,61,71,Low,6.0
male,associate's degree,standard,completed,96,91,85,Medium,13.0
male,some college,free/reduced,none,35,28,26,Medium,15.0
male,high school,free/reduced,none,61,59,54,High,15.0
male,associate's degree,standard,completed,51,60,57,Medium,14.0
male,high school,standard,none,50,47,42,Medium,17.0
female,bachelor's degree,free/reduced,none,43,62,61,Medium,0.0
male,associate's degree,standard,completed,82,83,78,Medium,12.0
male,associate's degree,standard,none,71,63,62,Medium,9.0
female,high school,free/reduced,completed,66,80,80,Low,19.0
male,associate's degree,free/reduced,completed,100,100,93,Low,7.0
female,some high school,free/reduced,completed,74,90,88,Low,4.0
male,some high school,free/reduced,completed,50,56,52,Low,13.0
female,some high school,free/reduced,none,54,64,61,Medium,16.0
female,associate's degree,free/reduced,completed,57,73,75,Low,7.0
female,high school,standard,none,50,65,61,Low,4.0
male,some college,standard,completed,87,85,76,Low,6.0
female,high school,free/reduced,none,40,45,43,Medium,16.0
male,some college,free/reduced,completed,69,60,63,Medium,15.0
female,associate's degree,free/reduced,none,55,64,63,Medium,6.0
female,associate's degree,standard,none,90,94,94,Low,4.0
male,some high school,free/reduced,none,78,82,73,Medium,0.0
female,associate's degree,free/reduced,completed,68,67,68,Low,6.0
female,associate's degree,standard,none,54,60,58,Low,12.0
female,associate's degree,standard,none,70,71,73,Medium,0.0
male,associate's degree,free/reduced,none,51,57,49,Medium,18.0
female,bachelor's degree,free/reduced,none,62,72,73,Low,5.0
male,associate's degree,free/reduced,none,51,57,49,Medium,17.0
female,associate's degree,standard,completed,73,74,79,Medium,11.0
male,bachelor's degree,free/reduced,none,47,51,46,Medium,9.0
male,some college,standard,none,82,79,72,High,8.0
male,some college,standard,none,59,50,42,Medium,6.0
female,some college,standard,completed,65,74,72,High,18.0
male,bachelor's degree,free/reduced,completed,73,70,80,Low,9.0
female,high school,standard,completed,57,69,67,Low,9.0
female,high school,standard,none,99,92,90,Medium,8.0
male,some high school,standard,completed,77,68,69,High,5.0
male,some high school,standard,none,85,79,75,Medium,5.0
female,bachelor's degree,free/reduced,none,75,84,81,Low,5.0
female,some college,standard,completed,71,71,79,Low,0.0
female,some college,standard,none,73,88,83,Low,19.0
female,bachelor's degree,free/reduced,none,43,62,61,Medium,16.0
female,associate's degree,standard,none,70,70,73,Medium,0.0
female,some college,free/reduced,none,54,70,69,Medium,17.0
female,some high school,standard,completed,77,90,84,High,9.0
male,some college,standard,none,72,73,61,Medium,0.0
female,some college,standard,none,56,57,64,High,12.0
female,high school,standard,none,60,68,72,High,0.0
female,some high school,free/reduced,none,47,56,50,Low,13.0
female,associate's degree,standard,none,68,75,67,Low,0.0
male,master's degree,free/reduced,none,48,53,52,Medium,14.0
male,high school,standard,completed,72,70,67,Low,8.0
female,some college,standard,none,59,71,74,Medium,6.0
female,some high school,standard,none,68,73,73,Low,14.0
female,associate's degree,standard,none,82,79,77,Medium,16.0
female,some college,free/reduced,completed,59,78,75,Low,5.0
female,high school,standard,none,75,87,84,High,20.0
female,some college,standard,completed,67,80,78,Medium,11.0
male,some college,free/reduced,none,57,59,56,High,19.0
female,some college,standard,none,62,63,67,Low,15.0
male,some college,standard,completed,79,79,78,Low,8.0
female,bachelor's degree,standard,none,99,99,100,Medium,9.0
female,high school,standard,completed,76,81,88,Low,19.0
female,bachelor's degree,standard,none,88,99,99,Low,9.0
female,high school,standard,none,66,72,74,Low,19.0
male,associate's degree,free/reduced,none,44,41,38,Medium,14.0
male,some college,standard,none,87,76,77,Low,8.0
female,high school,free/reduced,none,63,62,68,Low,15.0
male,associate's degree,standard,none,74,72,67,Low,10.0
female,some college,standard,none,97,99,98,High,9.0
male,bachelor's degree,standard,none,82,77,73,Medium,12.0
male,some high school,standard,completed,66,72,68,Medium,17.0
female,some high school,free/reduced,none,0,16,10,Low,0.0
male,high school,standard,none,71,78,70,High,16.0
female,associate's degree,standard,completed,82,85,86,Medium,16.0
male,some college,free/reduced,none,68,67,61,Low,11.0
female,some college,standard,none,68,77,76,Medium,0.0
male,some high school,free/reduced,none,56,53,52,High,11.0
female,some high school,free/reduced,completed,58,63,63,Low,19.0
female,some college,standard,completed,66,73,73,High,18.0
male,associate's degree,standard,none,76,69,67,Low,0.0
female,associate's degree,standard,none,52,58,64,Medium,0.0
male,some college,free/reduced,completed,73,77,75,Medium,5.0
female,some high school,standard,completed,54,61,61,High,10.0
female,associate's degree,standard,none,53,58,65,Medium,0.0
male,associate's degree,free/reduced,none,46,57,43,Medium,14.0
male,bachelor's degree,free/reduced,completed,86,90,88,Low,0.0
female,high school,free/reduced,none,7,24,23,Low,11.0
male,some high school,standard,completed,78,85,85,Low,14.0
male,some high school,free/reduced,none,45,36,37,Low,18.0
female,some college,free/reduced,none,58,66,62,Low,9.0
male,bachelor's degree,free/reduced,none,62,65,67,Medium,4.0
male,high school,free/reduced,none,42,39,33,Low,7.0
